Landgrabbed;Landgrabber;Base;Sector;Hectares;Production;Projected investment;Status of deal;Summary
Brazil;ChongqingGrainGroup;China;Agribusiness;200000.0;Soybean;US$879million;Inprocess;ChongqingGrainGroupisoneofChina'slargeststate-ownedgraincorporations.InApril2010,thecompanyannouncedplansforaUS$300-millionsoybeanprojectinBahia,Brazilthatwouldincludeinfrastructureconstructionandcontrolover100,000haofland,withoptiontoexpandto200,000ha.Brazilianauthoritiespubliclydeniedthatthedealinvolvedthetransferoflands,but,inFebruary2011,HuangQifan,themayorofChongqing,inaninterviewwithstateTVchannelCCTV,reiteratedthatthecompanyhadbeenallocatedthelandandthattheprojectwouldbemanagedbyajointventurecompany70%ownedbyChongqingGrainand30%byBrazilianinvestors,withpartnershipsworkedoutwithlocalproducers.HealsosaidthatthecompanywouldinvestUS$879millionintheproject,withmuchofthisbeingprovidedbytheDevelopmentBankofChina.Chongqing'sBrazilianprojectispartofanoverallUS$3.4-billionplanthecompanyhastooutsourcefoodproductionoverseas.InApril2011,itsaidthat,apartfromsoybeanproductioninBrazil,itwouldpursuetheproductionofoilseedrapeinCanadaandAustralia,riceinCambodiaandpalmoilinMalaysia.
Brazil;PengxinGroup;China;Realestate;200000.0;Cotton,soybean;Missing;Inprocess;Shanghaireal-estatemogulJiangZhaobai,ChairmanandownerofthePenxinGroup,hasbeeninvestingheavilyinfarmlandoverthepastfewyears.InChina,itacquired650haoffarmlandnearShanghai,usedforsheep,wheatandsoybeans,andhasanother930-hasheepfarminShandongProvince.OutsideChina,thecompanyinvestedmorethanUS$20millioninaBoliviansoybeanandmaizefarm,establishedlarge-scalefarmsinCambodiaandArgentina,andisnegotiatingtobuy200,000haoflandinBraziltogrowsoybeansandcotton.inJanuary2011,itmadeanoffertobuyCrafarfarmsinNewZealand,whichencompasses16dairyfarms,followinganunsuccessfulbidbyChina’sNaturalDairy(NZ)HoldingsLtd.ThesalewasapprovedbyNewZealand'sgovernmentinJanuary2012.
Brazil;CalyxAgro;France;Finance;61352.0;Crops(mainlysoybean);Missing;Done;CalyxAgrowasestablishedbyLouisDreyfusCommoditiesasafundtopurchaseandturnoverfarmlandintheSouthernConeofLatinAmerica.OtherkeyinvestorsarePineBridgeInvestments(subsidiaryoftheHong-Kong-basedPacificCenturyGroup),TRGManagement,WorldstarLtd,PictetPrivateEquityInvestorsandSolviaInvestmentManagement.In2011,theWorldBank'sInternationalFinanceCorporationrejectedanapplicationfromCalyxAgrotofinanceitsactivities.
Brazil;LouisDreyfus;France;Agribusiness;329000.0;Sugarcane;Missing;Done;LouisDreyfus,aprivatelyownedFrenchcompany,isoneofthelargestagriculturalcommoditytradersintheworld,andoneoftheworld'slargestsugarproducers.InOctober2009,LDCBioenergiaofLouisDreyfusCommoditiesmergedwithSantelisaVale,amajorBraziliansugar-caneproductionandprocessingcompany,toformLDC-SEV,withLouisDreyfusholding60%ofthecompany.Throughthedeal,LouisDreyfusnowcontrols329,000haofsugar-caneplantationsinBrazil
Brazil;Aquila;Germany;Finance;250000.0;Cattle,sugarcane;Missing;Inprocess;AquilaCapital'sAgrarInvestfundmanagesinvestmentsforaround1,000Germaninvestors.ThefundfocusesontheacquisitionofdairyfarmsinNewZealandandcattlefarmsandsugar-caneplanationsinBrazil.InBrazil,AquilaispursuinginvestmentsinProterraAgropecuária,aranchof6,500cattlemanagedbytheNewZealandcompanyAgInvest,andsugar-canecompanyProterra,whichhassugar-caneplantationsonaround250,000ha.
Brazil;ShreeRenukaSugars;India;Agribusiness;133000.0;Sugarcane;US$569million;Done;InNovember2010,ShreeRenukaSugars,India'slargestsugarrefiner,acquiredBraziliansugarcompanyValedoIvaiSAAçúcareÁlcoolforUS$240million,includingits18,000-hasugar-caneplantation,anda51%stakeinanotherBraziliansugarcompany,EquipavSAAçúcareÁlcoolforUS$329million,includingits115,000haofcane-growinglandinsouth-easternBrazil.
Brazil;Mitsui;Japan;Industrial;100000.0;Cotton,maize,soybean;Missing;Done;InMay2011,MitsuiboughtSwiss-basedMultigrainAG.Multigrain,throughitssubsidiaryXinguAgri,ownsover100,000haoffarmlandinthestatesofMaranhão,MinasGeraisandBahia,whereitproducessoybeans,cottonandmaizepredominantlyforexport.
Brazil;Fonterra;NewZealand;Agribusiness;850.0;Dairyfarm;Missing;Done;NewZealanddairycooperativeFonterraistheworld'slargestproducerofmilk.Overthepastfewyearsithasbeguntoestablishlarge-scaledairyfarmsoverseas,inChina,IndiaandBrazil.InMay2011,itannouncedthatithadpurchasedan850-hadairyfarminGoiásState,Brazil,whereitwouldestablishapilotfarmwithaviewtodevelopingitsownproductionbaseinthecountry..
Brazil;PrioFoods;Portugal;Agribusiness;29528.0;Soybean;Missing;Done;In2005,PrioFoods,asubsidiaryofGrupoMartifer,beganinvestinginfarmlandasawaytosecuresuppliesforitsfoodoperations.ItcurrentlyoperatesfarmsinBrazil,RomaniaandMozambique.InBrazil,itcultivatesmainlysoybeanonnearly30,000ha,withplanstoacquireafurther13,900ha.
Brazil;Hyundai;SouthKorea;Industrial;10000.0;Soybean;Missing;Inprocess;HyundaiisoneofseveralSouthKoreantransnationalcorporationsthatarepursuingoverseasfarmlandacquisitionsfortheproductionoffoodcropstoexporttoSouthKorea.InBrazil,Hyundaiislookingforfarmlandinvariousstatestocultivatesoybeans.
Brazil;CleanEnergyBrazil;UK;Agribusiness;30000.0;Sugarcane;Missing;Done;CleanEnergyBrazilisaninvestmentcompanybasedintheUKandregisteredintheCaymanIslandsthatwaslaunchedin2006byLondonfinancialhouseNumisandMexicansugartraderCzarnikow,withoverUS$100millionincommittedfundstoinvestinBraziliansugar-caneproductionandprocessing.ThroughtheacquisitionofseveralBraziliansugar-canecompanies,ithasacquiredandleasedlandsforsugar-caneplantationsthat,whenputintoproduction,willcovermorethan30,000ha.
Brazil;Adecoagro;US;Agribusiness;165000.0;Cattle,cofee,grains,soybeans,sugarcane;Missing;Done;AdecoagroisapubliclytradedcompanylaunchedandcontrolledbythefundofUSbillionaireGeorgeSoros,withDutchpension-fundmanagerPGGMInvestmentsalsoowningamajorstake.AsofDecember2010,thecompanyowned287,884haoffarmlandinArgentina,BrazilandUruguay,andithas54,000hainBrazilforsugar-caneplantationsand74,000haonlong-termleasesinBrazilforgrazingitscattle.
Brazil;ArcherDanielsMidland;US;Agribusiness;12000.0;Oilpalm;Missing;Inprocess;InFebruary2011,ADM,oneoftheworld'slargestagriculturalcommoditytraders,announcedthatitwouldbeestablishingaprocessingplantandanoil-palmplantationon12,000hainthenorthernBrazilianstateofPará.ThiswillbeADM'sfirstdirectlyownedoil-palmplantation,althoughitisinvestedinoil-palmplantationsinAsiaandAfricathroughaminoritystakeinSingapore'sWilmar,oneoftheworld'slargestpalm-oilcompanies.
Brazil;BlackRiverAssetManagement;US;Finance;50000.0;Crops;Missing;Done;"BlackRiver,ahedgefundownedbyUSagribusinessgiantCargill,istargetingfarmlandacquisitions,mainlyinSouthAmericaandAsia.InNovember2010,Reuters,referringtoBrazilandArgentina,reportedthatthefundcontrolled50,000hainthe""region""andwasseekingtoexpanditsholdings.ReutersalsoreportedthatBlackRiverwaslaunchingafood-focusedfundin2010thatwillincludeinvestmentsindairyfarminginAsiaandaquacultureinCentralandSouthAmerica."
Brazil;Bunge;US;Agribusiness;10000.0;Sugarcane;US$80million;Inprocess;In2010,US-basedBunge,oneofthefivelargestagriculturalcommoditytradersintheworld,announceditsplanstobuya10,000-hasugar-caneplantationinSãoPaulo,Brazil,fromAçúcarGuaraní,asubsidiaryofTereosofFrance.
Brazil;SollusCapital;US;Agribusiness;35000.0;Crops;Missing;Done;SollusCapitalwasestablishedin2008byUShedgefundTouradjiCapitalManagementtoacquirefarmlandinBrazil,withtheparticipationofArgentinesoybeanproducerLosGrobo,whichalreadycultivates60,000haofsoybeansinBrazil.InAugust2011,SollusCapitalwasmergedwithLosGrobo'sBraziliansubsidiariesandtheCompanhiaMineiradeAçúcareÁlcool,amajorsugarandethanolproducerinBrazilownedbyBrazil'sGrupoVinciPartners,intoajointventurecompanycalledLGAgro.
Brazil;TeachersInsuranceandAnnuityAssociation-CollegeRetirementEquitiesFund(TIAA-CREF);US;Finance;424000.0;Soybeans,sugarcane;US$1,240million;Done;TIAA-CREFisoneofthelargestmanagersofretirementfundsintheUS.InBrazil,itsfarmlandinvestmentsaremadethroughaholdingcompany,calledMansilla,whichinvestsinthefarmlandfund,RadarPropriedadesAgrícolas.Radarbuysagriculturallandforconversiontosugar-caneandsoybeanproductionandforspeculation.Thefundis81.1%ownedbyTIAA-CREF,butentirelycontrolledbyCOSAN,whichownstheremainingstake,andwhichisthelargestsugarproducerinBrazilandoneofthelargestintheworld.Attheendof2010,RadarhadspentUS$440milliontoacquireover180farmsinBrazil,covering84,000ha,withplanstospendanotherUS$800milliontoacquire60morefarms,covering340,000ha.RadarsaysthatitwillseekfarmsinothercountriesinLatinAmericaandthatCosanmayincreaseitsstakeinthecompany,afteritsmajorethanolalliancewithShell.
Brazil;TibaAgro;US;Agribusiness;320000.0;Missing;Missing;Done;TibaAgrawascreatedbytwoformerBrazilianexecutivesoftheBankofAmerica,FabioGrecoandAmauriFonsecaJunior,whonowhold25%ofthecompany.Around45%ofthecompanyisheldbyUSandEuropeanprivateequityfundsthathavecommittedatotalofUS$300milliontoTiba,andtheremaining30%isheldbyBrazil'sFrancioniBrothersandtheGolinGroup,majorfarmlandownersthathandedtheirfarmlandsovertoTibainexchangeformajorsharesinthecompany.By2010,thecompanyhadalreadytakencontrolof320,000haintheBrazilianCerrado.
Brazil;Galtere;US;Finance;25000.0;Rice,soybeans;Missing;Done;GaltereisaUS-basedhedgefundformedbyaformertraderatCargill.ThecompanylaunchedtheGaltereGlobalTimberFundin2007inconjunctionwiththeGaltereGlobalFarmlandFundasajointventurebetweenGaltereLtdandHarvestCapitalGroupLLC.InSeptember2010,GalteresaiditwouldraiseUS$1billiontobuyfarmsintheUSandBrazil.InBrazilitownstwofarms,producingriceandsoybeanson25,000ha,withanother22,000haindevelopment.
Bulgaria;Ceres;Bulgaria;Finance;21400.0;Crops;Missing;Done;CeresisaprivateequityfundfoundedbySofia-basedRosslyndPartnersin2006toacquireandconsolidatefarmlandinBulgaria.ItisnowcontrolledbyforeignshareholderssuchasRaiffeisenCentrobankAG,FirebirdManagement,BlackRiverAssetManagement,MezzanineManagement,andRosslynCapital.
Bulgaria;TianjinStateFarmsAgribusinessGroupCompany;China;Agribusiness;2000.0;Alfalfa,maize,sunflower;US$73million;Inprocess;UnderanagreementwiththeGovernmentofBulgaria,China'sTianjinStateFarmsAgribusinessGroupacquired2,000haoflandinMay2011togrowmaize,alfalfaandsunflowerforexporttoChina.Thecompanyispursuingnegotiationsforafurther10,000ha.
Bulgaria;WinslowGroupJSC;UK;Agribusiness;3500.0;Barley,maize,rape,sunflower,wheat;Missing;Done;UK-basedWinslowhasbeenacquiringandoperatingfarmsinBulgariasince2004throughitsWinslowAgroFund.ByDecember2008,thefundhadacquired1,500ha,withanadditional2,000haunderlease.
Bulgaria;ElanaAgriculturalLandOpportunityFund;US;Finance;29320.0;Missing;US$43million;Done;TheElanaAgriculturalLandOpportunityFundisownedbyUShedgefundQVT(50%)andAllianzofGermany(26%).IthasspentUS$43milliontoacquire29,320haoflandinBulgaria.
Bulgaria;WorldBank;US;Finance;29409.0;Crops;Missing;Done;TheAdvancedTerraFundisareal-estateinvestmenttrust(REIT)managedbySofia'sKarollFinance,whichacquiressmallfarmsinBulgariaandconsolidatesthemintolarge-scaleoperations.Thefundisopentoforeigninvestors,andtheWorldBank,throughitsInternationalFinanceCorporation,controls17.1%ofthefund.
Burma;Bangladesh;Bangladesh;Government;20200.0;Maize,onion,paddy,soybeans,sugarcane,tea;Missing;Proposed;ThelandwasmadeavailablebytheBurmesegovernmentuponrequestbytheGovernmentofBangladeshinJune2008.Around10,000BangladeshifarmersfromtheChittagongregionareexpectedtobebroughtinaslabourersfortheproject.
Cambodia;BKKPartners;Australia;Finance;100000.0;Bananas,palmoil,rice,sugarcane,teak;US$600million;Inprocess;BKKwasfoundedbyPeterCostello,aformerMinisterofFinanceofAustralia.InJanuary2010,thePhnomPenhPostreportedthatBKK,onbehalfofitsclientIndochinaGatewayCapitalLimited,wasintalkswithCambodiafor100,000haoflandtoproducerice,bananasandsugar.
Cambodia;NagathomFund;CaymanIslands;Finance;2200.0;Fruit,rice,vegetables;US$23million;Done;"TheGulamerahFundwassetupintheCaymanIslandsin2008byformerMerrillLynchexecutiveLionelNeavewiththeaimofacquiring,throughleasearrangementsviaalocalpartner,farmlandinIndonesiatoproducepremiumcacaofortheglobalchocolatemarket,aswellaspalmsugar,vegetablesandfruit.Projectedrevenuestreamsincludelandvalues,whichwillbe""substantiallyincreased""throughtheapplicationoforganicfarmingtechniques,andcarboncredits.SubscriptionstothefundstartatUS$25,000forindividualsandUS$100,000forinstitutions.TheFund,whichplanstoraiseUS$30million,mayconsiderprivateequityinvestmentsinotherfarmdealsinIndonesia.Itssisterfund,theNagathomFund,wasstartedbyNeavein2007.WithUS$23millioninassets,Nagathomruns2,200haofrice,fruitandvegetablefarmlandinCambodia."
Cambodia;AmiraGroup;India;Agribusiness;25000.0;Rice;US$40million;Inprocess;InOctober2010,IndianriceexportertheAmirgaGroupannounceditwasintalkswithlocalpartnerstosetuparice-processingplantinCambodia,itsfirstoutsideIndia,andtoacquire25,000haoflandtoproducericeforexport,takingadvantageofCambodia'sparticipationwithinASEANandASEAN-Australia-NewZealandfreetradeagreements.
Cambodia;RuchiGroup;India;Agribusiness;20000.0;Oilpalm;Missing;Done;InMarch2011,India'sRuchiGrouptoldtheHinduBusinessLinethatithadsignedanMoUwiththeGovernmentofCambodiatocultivateoilpalmon20,000ha.TheCambodiaprojectispartofaUS$150-millionoverseasexpansiontosourcevegetable-oilcropsthatthegroup'ssubsidiaryRuchiSoyaisundertaking.
Cambodia;KomerCN;SouthKorea;Agribusiness;13000.0;Maize;Missing;Inprocess;KomerCNwascreatedbyKoreanfarmerLeeWoo-changinDecember2008withaloanfromtheKoreanMinistryforAgriculturetoproducemaizeinCambodiaforexporttoSouthKorea.Thecompanybeganbyestablishinga21-hafarminKampongSpeuProvinceandanagriculturalcooperativewith1,400Cambodianfarmers.KomerCNisnowpursuinganexpansionofitsfarmto13,000ha.
Cambodia;KoreaBNA;SouthKorea;Agribusiness;7500.0;Cassava,rubber;Missing;Done;SouthKorea'sBNA(Cam)Corpreceiveda7,500-halandconcessionfromtheCambodiangovernmentinSeptember2009aspartofaprojectaimedatdevelopingrubberandcassavacrops.Theleaseforthepropertywassetat70years.
Cambodia;MuhakAlcohol;SouthKorea;Agribusiness;2000.0;Cassava;Missing;Inprocess;SouthKorea'sMuhakAlcoholhasoperatedtwolandconcessionsof3,000haand5,000hainKompongSpeuprovincesincetheearly2000s,whereitproducescassavafortheproductionofethanolforexporttoEurope.Thecompanyisintheprocessofidentifyinganadditional2,000haforcassavaproduction.
Cambodia;KhonKaenSugarIndustry;Thailand;Agribusiness;20000.0;Sugar;Missing;Done;ThaisugargiantKhonKaenSugarIndustry(KSL)hasajointventureinCambodiawithLyYongPhat,aCambodianbusinessmenwhoisclosetoPrimeMinisterHunSen,andtheTaiwaneseVeWongCorp.ThejointventurefinishedconstructionofasugarmillinJanuary2010,whichitwillsupplyfromitsownsugar-caneplantationthatitisbuildingon20,000hainKohKong,alongtheThai-Cambodianborder,whereithasa90-yearfarmingconcession.
Cameroon;IKO;China;Agribusiness;10000.0;Cassava,maize,rice;US$120million;Done;In2006,IKO,asubsidiaryofShaanxiLandReclamationGeneralCorporation(alsoknownasShaanxiStateFarm),signedaUS$120-millioninvestmentagreementwiththeGovernmentofCameroon,givingittheNanga-Ebokoricestationanda99-yearleaseforanother10,000haofland--2,000hainNanga-Eboko(closetothericefarm),4,000hainnearbyNdjoréDistrict,and4,000hainthewestofthecountryinSantchou.Thecompanyhasbeguntrialsofriceandmaize,andalsoplanstogrowcassava.
Cameroon;Sosucam;France;Agribusiness;11980.0;Sugarcane;Missing;Done;Sosucam,thelargestsugarcompanyinCameroon,isasubsidiaryofSomdiaa,agiantfoodandagribusinesscompanyownedbytheVilgrainGroupandtheCastleGroup,bothofFrance.Undera2006contractwiththeGovernmentofCameroon,Sosucamreceivedalong-termleasefor11,980haoflandatthesiteofits10,000-hasugar-caneplantationintheHaute-Sanagaregion.
Cameroon;BiopalmEnergy;India;Agribusiness;200000.0;Oilpalm;Missing;Done;BiopalmEnergyisasubsidiaryofSingapore-basedSivaGroup,ownedbyIndianbillionaireC.Sivasankaran.Thecompanyisalsoseeking80,000hainSierraLeoneandotherlandsinGhana,Argentina,Côted'IvoireandDRCongotoproducepalmoilforexporttoIndia.InFebruary2011,Biopalmacquireda50%stakeintheLiberianoperationsofEquatorialPalmOil,whichhas169,000haoflandinthecountry.Sivasankaranisasignificantshareholderinseveralothercompaniesacquiringfarmlandoverseas.
Cameroon;HeraklesCapital;US;Finance;73000.0;Oilpalm;Missing;Done;HeraklesFarmsisanaffiliateofHeraklesCapital,aventurecapitalfirmbasedinNewYorkCity.Itispursuingtheacquisitionanddevelopmentofoil-palmplantationsonmorethan80,000hainWestandCentralAfrica.Insouth-westernCameroon,thecompanyacquireda99-yearleasefor73,000haadjacenttoseveralimportantreserves,includingtheKorupNationalPark,whereitwilldevelopoil-palmplantationsthatenvironmentalNGOssaywilldestroyforestsandsmallfarmsinthearea.InGhana,thecompanyhasacquiredover4,000haintheVoltaandDododPepesuregionsforoil-palmplantations.
China;Temasek;Singapore;Finance;145000.0;Barley,flowers,fruits,ginseng,maize,oats,pork,rice,rye,soybeans,vegetables,wheat;US$18,400million;Done;Singbridge,aunitofSingaporestateinvestorTemasek,signedaseriesofagreementswithChina'sJilincitytoconstructtheChinaJilin(Singapore)ModernAgriculturalCooperationFoodZone.TheUS$16-billionprojectinnorth-eastChinawillcoveranareaof145,000haandwillproducebothmaizeandsoybeansforthedomesticmarket,andrice,pork,beefanddairyproductsforexporttoSingapore,JapanandSouthKorea.AlFuttaimGroupandotherUAEcompanieshavebeeninvitedtojoinSingapore'sTemasekintheproject.TheprojectincludesajointventurewithTaiwan'sDaChanGroup,oneofthelargestmeatproducersinChina,tobuildamassiveintegratedpigfarmcapableofprocessing1millionpigsayear,mainlyforexporttoSingapore.
Colombia;IngacotGroup;Argentina;Agribusiness;1000.0;Maize,soybeans;Missing;Done;TheIngacotGroup,whichproducessoybeansandmaizeonlargeareasoflandthatitrentsinArgentina,beganoperationsinColombiain2009.ItrentsfarmlandsintheMagdalenaCentralareaofColombia,whereitreproducesitssoybean-maizerotationmodeloflarge-scalefarming.
Colombia;MonicaSemillas;Brazil;Agribusiness;13000.0;Crops;US$6.2million;Done;In2008,Mónica,acompanyownedbyBrazil'sMarchettandCambruzzifamiliesthatcontrols160,000haoffarmlandinBrazilandBoliviaandisoneofLatinAmerica'slargestproducersofsoybeans,establishedanumberofsubsidiariesinColombia,underthecontroloftheirBoliviansubsidiaryMónicaSemillasdeBolivia.Bywayofthesesubsidiaries,thecompanyacquired13,000haoffarmlandinPuertoGaitan,Colombia,andwasabletoaccesssubsidiesandcreditfromthestateprogrammeAgroIngresoSeguro.
Colombia;China;China;Government;400000.0;Cereals;Missing;Proposed;In2010,PortafolioreportedthattheChineseAmbassador,accompaniedbyChinesebusinessrepresentatives,madearequesttotheGovernmentofColombiaonbehalfoftheChinesegovernmentfor400,000hainOrinoquíatoproducecerealsforexporttoChinausingChineselabour.Landswerenotidentified,however,andlaterreportsindicatethattheprojecthasyettomovebeyondtheinitialproposal.
Colombia;MerhavGroup;Israel;Construction,finance;10000.0;Sugarcane;US$300million;Done;IsraelitycoonYosefMaimanisthesoleowneroftheMerhavGroup,whichalsocontrols61.5%ofAmpal-AmericanIsraelCorporation,aholdingandinvestmentcompanyincorporatedinNewYorkandtradedonNasdaqandtheTelAvivStockExchange.Ajointventurebetweenthesecompanies,Merhav-AmpalGroup,establishedalarge-scalesugar-caneandethanolprojectinColombiain2010on10,000haoflandsthatthecompanypurchasedandleasedinPiviajay,Magdalena.
Colombia;GrupoPoligrow;Spain;Finance;60000.0;Oilpalm;US$7million;Done;In2008Spain'sGrupoPoligrow,throughitssubsidiaryPoligrowColombiaLtda,establisheda2,500-haoil-palmplantationonlandsitacquiredinMeta,Colombia.ColombianSenatorWilsonAriasreportsthatthecompanyhasacquiredatotalofover60,000hainMetaforaroundUS$7million.
